10057,6.980000019,6.980000019
10990,7.260000229,7.260000229
224,0.140000001,0.140000001
1810,1.179999948,1.179999948
815,0.529999971,0.529999971
1985,1.289999962,1.289999962
1905,1.24000001,1.24000001
1552,1.00999999,1.00999999
1675,1.090000033,1.090000033
4506,2.930000067,2.930000067
9218,5.989999771,5.989999771
1556,1.00999999,1.00999999
2910,1.889999986,1.889999986
18464,12,12
1335,0.870000005,0.870000005
1004,0.649999976,0.649999976
1111,0.720000029,0.720000029
6344,4.119999886,4.119999886
3572,2.319999933,2.319999933
3910,2.539999962,2.539999962
10000,6.5,6.5
6627,4.309999943,4.309999943
4636,3.410000086,3.410000086
20237,14.71000004,14.71000004
12912,9.409999847,9.409999847
2819,2.049999952,2.049999952
9921,7.210000038,7.210000038
8046,5.849999905,5.849999905
11166,8.119999886,8.119999886
7842,5.699999809,5.699999809
13840,10.06000042,10.06000042
1329,0.970000029,0.970000029
6847,4.53000021,4.53000021
5367,3.549999952,3.549999952
2841,1.879999995,1.879999995
0,0,0
